institution_id,official_name,brand_name,brand_short,district,address,phone,lat,lng,near_schools,school_area_id,source_type,source_urls,screenshot_path,verification_status,match_confidence,rating,review_count,platform_poi_id,notes,collected_at
inst_ede2c01332,,济南槐荫123托管成长中心,济南槐荫123成长中心,济南,,,,,槐荫托管,,douyin_search,https://www.douyin.com/user/MS4wLjABAAAAVEn7Mb8t2LbYbQ2XMsDXYbOtVqM6uIGEdX1hTCzzeZ9sF3SCZYh8-XTVlkdeKTU3,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_43dd6ef65e,,章丘托管金八力刘笑,章丘金八力刘笑,济南,,,,,济南托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_fcc50e1397,,精心托管槐荫区医学中心小学宸园北区12号,精心槐荫区医学中心小学宸园北区12号,槐荫区,,,,,槐荫托管,area_yixue,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_76d36966e2,,美吉精品托管,美吉精品,,,,,,西客站托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_e865292146,,萌雅童乐托管,萌雅童乐,槐荫区,,,,,槐荫托管|营市东街小学 托管,area_yingdong,douyin_search,https://www.douyin.com/user/MS4wLjABAAAAGhzQAX8Wg_JxYiCpwrDq2J01qUtQjHFgtCQtHAh5TpPfZGu35AL3KWgCMKZSkiwG,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_5384a28c51,,诺德城依春然托管,诺德城依春然,,,,,,杨柳春风学校 托管,area_yangliu,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_9aa0ab1580,,贝尔安亲课后托管加盟,贝尔安亲课后加盟,,,,,,西客站托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_3c1cc9bd19,,长清恒大育贤博跃托管—李老师,长清恒大育贤博跃—李老师,,,,,,杨柳春风学校 托管,area_yangliu,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_b258332a72,,静慧托管～雪婷,静慧～雪婷,,,,,,泉新学校 托管,area_quanxin,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_71847529b4,,龙兴之家 课后伴学,龙兴之家 课后伴学,,,,,,泉景托管,area_quanjing,douyin_search,https://www.douyin.com/user/MS4wLjABAAAAE5vr1pF_dwIVY_z7c8rmU50N5jVwmhyfXn50od8SM4i2PFlOFNZMLNWF8vAfXGFd,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_72290a1b84,,龚老师和她的托管朋友,龚老师和她的朋友,,,,,,杨柳春风学校 托管,area_yangliu,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_3ecf1383bf,,🌈俊霖托管🌈,🌈俊霖🌈,槐荫区,,,,,槐荫托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_caf44c4473,,💕济南武老师教育精品一站式托辅✨,💕济南武老师教育精品一站式✨,济南,,,,,营市东街小学 托管,area_yingdong,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
